PERIOD	VALUE
2013-01-31	0.2678835294117645
2013-02-28	0.3637098765432099
2013-03-31	0.33432894736842106
2013-04-30	0.2665471910112359
2013-05-31	0.321873786407767
2013-06-30	0.36597980769230765
2013-07-31	0.2833644444444445
2013-08-31	0.33150649350649347
2013-09-30	0.19091848739495795
2013-10-31	0.25367961165048536
2013-11-30	0.30366930693069305
2013-12-31	0.2719241134751774
2014-01-31	0.2854299999999999
2014-02-28	0.285504132231405
2014-03-31	0.17992201257861626
2014-04-30	0.26540451612903215
2014-05-31	0.24428598726114645
2014-06-30	0.2573202643171805
2014-07-31	0.29307733990147783
2014-08-31	0.22564900990099013
2014-09-30	0.17800638297872332
2014-10-31	0.269286925795053
2014-11-30	0.2312053511705684
2014-12-31	0.2346956666666666
2015-01-31	0.20475787878787868
2015-02-28	0.23198241042345272
2015-03-31	0.22686374269005835
2015-04-30	0.26183443113772437
2015-05-31	0.27902506024096385
2015-06-30	0.23621461864406765
2015-07-31	0.2162963541666666
2015-08-31	0.21481414141414132
2015-09-30	0.2660885441527445
2015-10-31	0.21855807228915664
2015-11-30	0.23228630806845962
2015-12-31	0.2598227378190255
2016-01-31	0.26539426605504574
2016-02-29	0.23793665158371016
2016-03-31	0.24615435606060604
2016-04-30	0.26300321285140577
2016-05-31	0.2542121904761904
2016-06-30	0.1745285714285715
2016-07-31	0.21828913443830572
2016-08-31	0.2109835793357933
2016-09-30	0.22949920634920634
2016-10-31	0.19810226086956498
2016-11-30	0.19181608996539795
2016-12-31	0.2380745519713259
2017-01-31	0.20220526315789467
2017-02-28	0.23975376661742986
2017-03-31	0.21661417910447783
2017-04-30	0.19774552160168613
2017-05-31	0.20434517876489713
2017-06-30	0.21539689922480645
2017-07-31	0.2254582072176948
2017-08-31	0.20642538975501104
2017-09-30	0.24693586698337266
2017-10-31	0.2490679287305127
2017-11-30	0.2207922751322751
2017-12-31	0.25773451511991674
2018-01-31	0.255227352085354
2018-02-28	0.2602351794871795
2018-03-31	0.29470845341018265
2018-04-30	0.2580315040650408
2018-05-31	0.24263641304347813
2018-06-30	0.2550562331838565
2018-07-31	0.2632915435139572
2018-08-31	0.2448280944625405
2018-09-30	0.23842509025270722
2018-10-31	0.26373412489006165
2018-11-30	0.220040731504572
2018-12-31	0.231181857142857
2019-01-31	0.24645713305898495
2019-02-28	0.2317734129947727
2019-03-31	0.2460989919354839
2019-04-30	0.2263235333782877
2019-05-31	0.21431032924467394
2019-06-30	0.23825333333333343
2019-07-31	0.216043843031123
2019-08-31	0.2253579763663221
2019-09-30	0.23775414781297136
2019-10-31	0.2255853021978024
2019-11-30	0.24898362318840586
2019-12-31	0.24172684210526296
2020-01-31	0.23990038461538443
2020-02-29	0.22545859030836998
2020-03-31	0.20610382165605087
2020-04-30	0.23418455949137143
2020-05-31	0.22370718057022165
2020-06-30	0.2331421700223711
2020-07-31	0.22487128263337103
2020-08-31	0.2527135498320269
2020-09-30	0.2474106285714285
2020-10-31	0.2011103896103896
2020-11-30	0.23051327433628324
2020-12-31	0.26528504577823003
2021-01-31	0.2436389473684209
2021-02-28	0.24815478065241867
2021-03-31	0.23392059701492532
2021-04-30	0.22830217842323655
2021-05-31	0.22356512562814065
2021-06-30	0.22452446916076846
2021-07-31	0.2517451737451735
2021-08-31	0.20813459000942558
2021-09-30	0.24314339207048444
2021-10-31	0.22800810126582288
2021-11-30	0.2383613603473232
2021-12-31	0.24486469804618133
2022-01-31	0.2356117549668879
2022-02-28	0.22717243243243257
2022-03-31	0.20543007324429177
2022-04-30	0.19318862068965484
2022-05-31	0.2331611169102301
