PERIOD	VALUE
2013-01-31	0.219321568627451
2013-02-28	0.21871640624999988
2013-03-31	0.2082418604651163
2013-04-30	0.24639056603773588
2013-05-31	0.25935802469135794
2013-06-30	0.27210625
2013-07-31	0.3025028735632185
2013-08-31	0.25081117647058826
2013-09-30	0.17284654377880176
2013-10-31	0.2785702586206896
2013-11-30	0.13146142322097373
2013-12-31	0.2319854037267081
2014-01-31	0.17263233830845753
2014-02-28	0.11916811145510836
2014-03-31	0.18159598108747066
2014-04-30	0.17420370370370367
2014-05-31	0.16090867052023125
2014-06-30	0.1312094339622642
2014-07-31	0.1931752151462995
2014-08-31	0.14944924528301873
2014-09-30	0.15446464646464644
2014-10-31	0.14590756062767504
2014-11-30	0.13592767295597488
2014-12-31	0.20165894039735124
2015-01-31	0.15580488721804495
2015-02-28	0.18920000000000017
2015-03-31	0.1518648235294117
2015-04-30	0.1991827242524916
2015-05-31	0.18756598712446354
2015-06-30	0.19688514750762998
2015-07-31	0.213840479041916
2015-08-31	0.18204689480354871
2015-09-30	0.17853962008141117
2015-10-31	0.19452633015006804
2015-11-30	0.17071833590138658
2015-12-31	0.23620306406685232
2016-01-31	0.17483436185133228
2016-02-29	0.19654963289280486
2016-03-31	0.2071837520938022
2016-04-30	0.18359563862928338
2016-05-31	0.19460195195195162
2016-06-30	0.16596376262626256
2016-07-31	0.18333846153846112
2016-08-31	0.19535255023183906
2016-09-30	0.152532102728732
2016-10-31	0.1847520391517127
2016-11-30	0.167265723793677
2016-12-31	0.2214841904761904
2017-01-31	0.1487795053003534
2017-02-28	0.1278332061068703
2017-03-31	0.16108571428571436
2017-04-30	0.16883085299455547
2017-05-31	0.15943333333333307
2017-06-30	0.16481840490797559
2017-07-31	0.1382937878787877
2017-08-31	0.14565543307086612
2017-09-30	0.12792578849721695
2017-10-31	0.17603813084112116
2017-11-30	0.1440039076376551
2017-12-31	0.15778368794326228
2018-01-31	0.12695948717948716
2018-02-28	0.11807667304015297
2018-03-31	0.10476678023850078
2018-04-30	0.12495243243243222
2018-05-31	0.0970411660777384
2018-06-30	0.11800279069767429
2018-07-31	0.13537254623044087
2018-08-31	0.1368938080495356
2018-09-30	0.1349813586097944
2018-10-31	0.08723830409356714
2018-11-30	0.10906002824858745
2018-12-31	0.10013549257759775
2019-01-31	0.07800156657963445
2019-02-28	0.11395463347164585
2019-03-31	0.06462116883116871
2019-04-30	0.087126726342711
2019-05-31	0.034832608695652155
2019-06-30	0.1080666310160427
2019-07-31	0.05502061403508771
2019-08-31	0.07349907084785125
2019-09-30	0.11896729857819897
2019-10-31	0.0932931924882628
2019-11-30	0.08041984536082482
2019-12-31	0.06390547368421054
2020-01-31	0.08675138592750528
2020-02-29	0.09930619469026548
2020-03-31	0.06212104430379739
2020-04-30	0.05688452380952381
2020-05-31	0.06429347133757962
2020-06-30	0.10268026533996674
2020-07-31	0.060743196202531644
2020-08-31	0.0940049490538571
2020-09-30	0.05067511811023622
2020-10-31	0.016715492957746485
2020-11-30	0.03482994100294988
2020-12-31	0.10304827089337168
2021-01-31	0.05601808669656198
2021-02-28	0.054870017035775126
2021-03-31	0.08394726688102894
2021-04-30	0.08955926573426566
2021-05-31	0.0160606779661017
2021-06-30	0.07979053803339513
2021-07-31	0.10077572093023243
2021-08-31	0.10294673913043458
2021-09-30	0.08980788561525115
2021-10-31	0.10793768444948902
2021-11-30	0.07839667553191479
2021-12-31	0.07916177739430542
2022-01-31	0.10961438914027136
2022-02-28	0.10095983935742951
2022-03-31	0.10780338827838809
2022-04-30	0.07987016848364716
2022-05-31	0.09454215991692606
