PERIOD	VALUE
2013-01-31	0.22839415807560132
2013-02-28	0.2918187739463601
2013-03-31	0.21137182130584176
2013-04-30	0.24500573476702509
2013-05-31	0.2712217948717948
2013-06-30	0.20815819935691324
2013-07-31	0.29160396039603953
2013-08-31	0.27289580152671733
2013-09-30	0.19461515151515152
2013-10-31	0.23632303206997085
2013-11-30	0.2269627777777778
2013-12-31	0.17929599999999993
2014-01-31	0.1951947189097104
2014-02-28	0.22245124999999988
2014-03-31	0.2113902394106815
2014-04-30	0.17588507462686573
2014-05-31	0.20686375358166215
2014-06-30	0.19488373570520953
2014-07-31	0.20213385714285706
2014-08-31	0.1906779969650987
2014-09-30	0.1734365439093483
2014-10-31	0.20202624020887752
2014-11-30	0.18260130331753527
2014-12-31	0.19490022099447496
2015-01-31	0.2066194767441862
2015-02-28	0.19673507537688434
2015-03-31	0.18135781990521307
2015-04-30	0.21003379721669993
2015-05-31	0.21464776951672868
2015-06-30	0.1992494271685762
2015-07-31	0.21623585903083703
2015-08-31	0.17909651500483997
2015-09-30	0.19778661749209706
2015-10-31	0.2286728051391862
2015-11-30	0.2091875835721108
2015-12-31	0.2287896346644011
2016-01-31	0.20910674356699188
2016-02-29	0.2470441494591941
2016-03-31	0.21646742081447948
2016-04-30	0.23645768194070083
2016-05-31	0.19333921568627457
2016-06-30	0.19368669796557136
2016-07-31	0.18740912106136018
2016-08-31	0.19049142136248953
2016-09-30	0.20813397612488505
2016-10-31	0.2081356536502549
2016-11-30	0.18813423180593
2016-12-31	0.22464054529463515
2017-01-31	0.20490577063550058
2017-02-28	0.1965518341307814
2017-03-31	0.2263055129099796
2017-04-30	0.20145019083969473
2017-05-31	0.20472330873308767
2017-06-30	0.20382383512544816
2017-07-31	0.1931127777777778
2017-08-31	0.20528583850931695
2017-09-30	0.21715205110961658
2017-10-31	0.19643681022880216
2017-11-30	0.20225359801488835
2017-12-31	0.26049811985898963
2018-01-31	0.2353012528473809
2018-02-28	0.21817318265119123
2018-03-31	0.2320357535753572
2018-04-30	0.21499228187919528
2018-05-31	0.228753097345133
2018-06-30	0.2469588175331292
2018-07-31	0.22758678391959816
2018-08-31	0.23645004784688997
2018-09-30	0.22162639109697974
2018-10-31	0.19760542018896107
2018-11-30	0.1968316748768471
2018-12-31	0.20950985138004247
2019-01-31	0.20407957911145805
2019-02-28	0.22003864229765044
2019-03-31	0.21247261442979073
2019-04-30	0.2143113584036843
2019-05-31	0.20657113745831826
2019-06-30	0.216356689602447
2019-07-31	0.21521212569316103
2019-08-31	0.1954013079667065
2019-09-30	0.201424049650892
2019-10-31	0.19897854046242808
2019-11-30	0.22712197273456275
2019-12-31	0.2101336164189669
2020-01-31	0.18164112343966715
2020-02-29	0.19664731670445965
2020-03-31	0.1546425408539801
2020-04-30	0.19158325426944986
2020-05-31	0.18015088377075555
2020-06-30	0.18451410177804983
2020-07-31	0.20460608067429248
2020-08-31	0.21667527504342832
2020-09-30	0.19331741935483915
2020-10-31	0.17504643255295424
2020-11-30	0.20144324612920486
2020-12-31	0.22221940881204727
2021-01-31	0.18531632653061267
2021-02-28	0.22703648124191478
2021-03-31	0.1925317514124294
2021-04-30	0.19684746835443032
2021-05-31	0.20368611428571456
2021-06-30	0.1993889359129385
2021-07-31	0.19797309184993556
2021-08-31	0.18333957276368568
2021-09-30	0.20511759286775702
2021-10-31	0.2022259055982434
2021-11-30	0.2051804752475252
2021-12-31	0.20915941601928764
2022-01-31	0.2116284163788848
2022-02-28	0.21579878117913887
2022-03-31	0.1893167483870971
2022-04-30	0.19022017167382008
2022-05-31	0.21711282553906505
